date,teamname,game,side,teamkills,teamdeaths,dragons,barons,towers,totalgold,result,split
2022-04-23 18:59:11,RED Canids,4,Blue,21,6,4.0,1.0,10.0,58158,1,Split 1
2022-04-23 18:59:11,paiN Gaming,4,Red,6,21,0.0,0.0,2.0,45732,0,Split 1
2022-04-23 19:51:22,RED Canids,5,Blue,16,4,4.0,1.0,9.0,49282,1,Split 1
2022-04-23 19:51:22,paiN Gaming,5,Red,4,16,0.0,0.0,4.0,44150,0,Split 1
2022-06-11 15:46:13,paiN Gaming,1,Blue,17,23,1.0,1.0,3.0,63490,0,Split 2
2022-06-11 15:46:13,RED Canids,1,Red,23,17,4.0,1.0,11.0,72190,1,Split 2
2022-06-11 17:35:55,INTZ,1,Blue,18,6,4.0,1.0,8.0,62552,1,Split 2
2022-06-11 17:35:55,Rensga eSports,1,Red,6,18,1.0,0.0,4.0,57286,0,Split 2
2022-06-11 18:16:05,Liberty,1,Blue,16,8,2.0,1.0,9.0,60746,1,Split 2
2022-06-11 18:16:05,Miners,1,Red,8,16,3.0,0.0,3.0,53042,0,Split 2
2022-06-11 19:20:30,FURIA,1,Blue,18,6,2.0,1.0,7.0,49557,1,Split 2
2022-06-11 19:20:30,KaBuM! e-Sports,1,Red,6,18,1.0,0.0,3.0,39395,0,Split 2
2022-06-11 20:22:21,Flamengo Los Grandes,1,Blue,10,20,1.0,1.0,2.0,60734,0,Split 2
2022-06-11 20:22:21,LOUD,1,Red,20,10,4.0,1.0,11.0,72848,1,Split 2
2022-06-12 15:44:40,FURIA,1,Blue,8,4,1.0,1.0,11.0,57577,1,Split 2
2022-06-12 15:44:40,Liberty,1,Red,4,8,3.0,0.0,3.0,52233,0,Split 2
2022-06-12 17:24:32,KaBuM! e-Sports,1,Blue,16,5,3.0,2.0,10.0,66150,1,Split 2
2022-06-12 17:24:32,Flamengo Los Grandes,1,Red,5,16,2.0,0.0,1.0,50428,0,Split 2
2022-06-12 18:03:47,Miners,1,Blue,23,15,2.0,1.0,8.0,67388,1,Split 2
2022-06-12 18:03:47,INTZ,1,Red,15,23,3.0,0.0,3.0,61433,0,Split 2
2022-06-12 19:08:20,LOUD,1,Blue,11,16,3.0,1.0,5.0,70785,0,Split 2
2022-06-12 19:08:20,paiN Gaming,1,Red,16,11,4.0,1.0,11.0,75005,1,Split 2
2022-06-12 20:20:14,Rensga eSports,1,Blue,6,18,0.0,0.0,3.0,46676,0,Split 2
2022-06-12 20:20:14,RED Canids,1,Red,18,6,4.0,1.0,9.0,57507,1,Split 2
2022-06-18 15:42:39,LOUD,1,Blue,8,17,2.0,0.0,2.0,44005,0,Split 2
2022-06-18 15:42:39,KaBuM! e-Sports,1,Red,17,8,2.0,1.0,9.0,55151,1,Split 2
2022-06-18 16:52:16,INTZ,1,Blue,13,17,3.0,3.0,4.0,79440,0,Split 2
2022-06-18 16:52:16,FURIA,1,Red,17,13,5.0,0.0,10.0,87783,1,Split 2
2022-06-18 18:36:43,Liberty,1,Blue,4,12,3.0,1.0,5.0,69100,0,Split 2
2022-06-18 18:36:43,Flamengo Los Grandes,1,Red,12,4,4.0,0.0,8.0,69754,1,Split 2
2022-06-18 19:24:15,RED Canids,1,Blue,15,9,5.0,1.0,10.0,73233,1,Split 2
2022-06-18 19:24:15,Miners,1,Red,9,15,1.0,0.0,3.0,63011,0,Split 2
2022-06-18 20:30:51,paiN Gaming,1,Blue,13,8,4.0,1.0,9.0,59129,1,Split 2
2022-06-18 20:30:51,Rensga eSports,1,Red,8,13,0.0,0.0,3.0,50874,0,Split 2
2022-06-19 15:42:23,LOUD,1,Blue,21,8,0.0,1.0,9.0,57077,1,Split 2
2022-06-19 15:42:23,Liberty,1,Red,8,21,3.0,0.0,3.0,45996,0,Split 2
2022-06-19 17:16:26,KaBuM! e-Sports,1,Blue,12,16,1.0,0.0,3.0,59646,0,Split 2
2022-06-19 17:16:26,paiN Gaming,1,Red,16,12,5.0,1.0,9.0,70720,1,Split 2
2022-06-19 17:59:53,Flamengo Los Grandes,1,Blue,16,2,4.0,1.0,8.0,56653,1,Split 2
2022-06-19 17:59:53,INTZ,1,Red,2,16,0.0,0.0,2.0,43192,0,Split 2
2022-06-19 18:56:34,FURIA,1,Blue,18,10,2.0,2.0,10.0,66926,1,Split 2
2022-06-19 18:56:34,RED Canids,1,Red,10,18,3.0,0.0,2.0,57025,0,Split 2
2022-06-19 19:56:54,Miners,1,Blue,20,3,4.0,2.0,11.0,59980,1,Split 2
2022-06-19 19:56:54,Rensga eSports,1,Red,3,20,0.0,0.0,2.0,46241,0,Split 2
2022-06-25 15:45:26,INTZ,1,Blue,13,24,2.0,1.0,4.0,75525,0,Split 2
2022-06-25 15:45:26,LOUD,1,Red,24,13,4.0,3.0,10.0,90376,1,Split 2
2022-06-25 17:44:01,paiN Gaming,1,Blue,13,4,3.0,1.0,9.0,71102,1,Split 2
2022-06-25 17:44:01,Miners,1,Red,4,13,3.0,0.0,2.0,59178,0,Split 2
2022-06-25 18:58:17,RED Canids,1,Blue,12,1,2.0,1.0,10.0,55481,1,Split 2
2022-06-25 18:58:17,Flamengo Los Grandes,1,Red,1,12,2.0,0.0,1.0,43554,0,Split 2
2022-06-25 19:36:26,Liberty,1,Blue,28,15,4.0,1.0,8.0,69570,1,Split 2
2022-06-25 19:36:26,KaBuM! e-Sports,1,Red,15,28,1.0,1.0,3.0,62411,0,Split 2
2022-06-25 20:45:26,Rensga eSports,1,Blue,18,4,4.0,1.0,8.0,61596,1,Split 2
2022-06-25 20:45:26,FURIA,1,Red,4,18,0.0,0.0,4.0,53205,0,Split 2
2022-06-26 15:46:12,Liberty,1,Blue,18,11,4.0,1.0,10.0,72235,1,Split 2
2022-06-26 15:46:12,paiN Gaming,1,Red,11,18,2.0,0.0,3.0,64053,0,Split 2
2022-06-26 16:59:55,LOUD,1,Blue,16,28,1.0,0.0,3.0,70006,0,Split 2
2022-06-26 16:59:55,RED Canids,1,Red,28,16,5.0,3.0,11.0,82400,1,Split 2
2022-06-26 19:31:45,FURIA,1,Blue,17,7,3.0,1.0,11.0,63727,1,Split 2
2022-06-26 19:31:45,Miners,1,Red,7,17,2.0,0.0,3.0,51706,0,Split 2
2022-06-26 20:08:42,Flamengo Los Grandes,1,Blue,18,6,2.0,1.0,9.0,64848,1,Split 2
2022-06-26 20:08:42,Rensga eSports,1,Red,6,18,3.0,1.0,2.0,53907,0,Split 2
2022-06-26 21:17:15,KaBuM! e-Sports,1,Blue,9,10,1.0,1.0,10.0,56209,1,Split 2
2022-06-26 21:17:15,INTZ,1,Red,10,9,3.0,0.0,3.0,49143,0,Split 2
2022-07-02 15:45:11,Miners,1,Blue,16,6,4.0,1.0,9.0,67861,1,Split 2
2022-07-02 15:45:11,Flamengo Los Grandes,1,Red,6,16,1.0,0.0,1.0,55525,0,Split 2
2022-07-02 16:59:08,Rensga eSports,1,Blue,7,13,1.0,0.0,2.0,42605,0,Split 2
2022-07-02 16:59:08,LOUD,1,Red,13,7,2.0,1.0,11.0,54393,1,Split 2
2022-07-02 17:54:50,RED Canids,1,Blue,21,14,4.0,2.0,8.0,69838,1,Split 2
2022-07-02 17:54:50,KaBuM! e-Sports,1,Red,14,21,2.0,1.0,3.0,60704,0,Split 2
2022-07-02 19:02:26,paiN Gaming,1,Blue,14,5,3.0,2.0,10.0,64989,1,Split 2
2022-07-02 19:02:26,FURIA,1,Red,5,14,1.0,0.0,3.0,52532,0,Split 2
2022-07-02 20:06:42,INTZ,1,Blue,4,19,0.0,0.0,1.0,39239,0,Split 2
2022-07-02 20:06:42,Liberty,1,Red,19,4,4.0,1.0,10.0,55531,1,Split 2
2022-07-03 15:45:08,KaBuM! e-Sports,1,Blue,18,3,4.0,1.0,10.0,54556,1,Split 2
2022-07-03 15:45:08,Rensga eSports,1,Red,3,18,0.0,0.0,0.0,37604,0,Split 2
2022-07-03 16:51:50,Liberty,1,Blue,8,15,2.0,0.0,4.0,54013,0,Split 2
2022-07-03 16:51:50,RED Canids,1,Red,15,8,3.0,1.0,10.0,61391,1,Split 2
2022-07-03 17:50:15,INTZ,1,Blue,6,25,2.0,0.0,3.0,61394,0,Split 2
2022-07-03 17:50:15,paiN Gaming,1,Red,25,6,4.0,2.0,11.0,73701,1,Split 2
2022-07-03 18:56:35,LOUD,1,Blue,15,5,4.0,1.0,10.0,53095,1,Split 2
2022-07-03 18:56:35,Miners,1,Red,5,15,0.0,0.0,3.0,44385,0,Split 2
2022-07-03 19:51:57,Flamengo Los Grandes,1,Blue,1,16,1.0,0.0,1.0,35648,0,Split 2
2022-07-03 19:51:57,FURIA,1,Red,16,1,2.0,1.0,10.0,51536,1,Split 2
2022-07-09 15:46:05,RED Canids,1,Blue,20,5,3.0,1.0,11.0,52277,1,Split 2
2022-07-09 15:46:05,INTZ,1,Red,5,20,1.0,0.0,1.0,39147,0,Split 2
2022-07-09 16:51:24,FURIA,1,Blue,19,7,0.0,2.0,9.0,61589,1,Split 2
2022-07-09 16:51:24,LOUD,1,Red,7,19,4.0,0.0,2.0,49634,0,Split 2
2022-07-09 17:58:01,Rensga eSports,1,Blue,5,19,2.0,0.0,3.0,64697,0,Split 2
2022-07-09 17:58:01,Liberty,1,Red,19,5,4.0,2.0,11.0,75254,1,Split 2
2022-07-09 19:07:08,paiN Gaming,1,Blue,19,10,4.0,1.0,10.0,81330,1,Split 2
2022-07-09 19:07:08,Flamengo Los Grandes,1,Red,10,19,3.0,1.0,6.0,75395,0,Split 2
2022-07-09 20:14:51,Miners,1,Blue,9,14,2.0,1.0,6.0,58824,0,Split 2
2022-07-09 20:14:51,KaBuM! e-Sports,1,Red,14,9,3.0,1.0,7.0,60866,1,Split 2
2022-07-10 15:44:59,LOUD,1,Blue,20,16,3.0,0.0,8.0,67541,0,Split 2
2022-07-10 15:44:59,Flamengo Los Grandes,1,Red,16,20,4.0,2.0,8.0,71203,1,Split 2
2022-07-10 16:59:43,Miners,1,Blue,14,19,2.0,2.0,7.0,68692,1,Split 2
2022-07-10 16:59:43,Liberty,1,Red,19,14,4.0,0.0,4.0,62440,0,Split 2
2022-07-10 18:08:20,KaBuM! e-Sports,1,Blue,7,17,2.0,0.0,2.0,55058,0,Split 2
2022-07-10 18:08:20,FURIA,1,Red,17,7,3.0,1.0,8.0,62123,1,Split 2
2022-07-10 19:10:31,Rensga eSports,1,Blue,1,16,0.0,0.0,1.0,40582,0,Split 2
2022-07-10 19:10:31,INTZ,1,Red,16,1,4.0,1.0,11.0,54627,1,Split 2
2022-07-10 20:03:25,RED Canids,1,Blue,3,25,0.0,0.0,4.0,47825,0,Split 2
2022-07-10 20:03:25,paiN Gaming,1,Red,25,3,4.0,1.0,10.0,61442,1,Split 2
2022-07-16 15:47:14,RED Canids,1,Blue,18,10,2.0,2.0,9.0,69965,1,Split 2
2022-07-16 15:47:14,Rensga eSports,1,Red,10,18,3.0,0.0,3.0,58498,0,Split 2
2022-07-16 17:03:47,paiN Gaming,1,Blue,8,9,2.0,0.0,7.0,66107,1,Split 2
2022-07-16 17:03:47,LOUD,1,Red,9,8,4.0,2.0,9.0,63696,0,Split 2
2022-07-16 18:26:21,Flamengo Los Grandes,1,Blue,6,23,1.0,0.0,1.0,45213,0,Split 2
2022-07-16 18:26:21,KaBuM! e-Sports,1,Red,23,6,3.0,2.0,11.0,61124,1,Split 2
2022-07-16 19:26:56,Liberty,1,Blue,4,12,2.0,1.0,4.0,60421,0,Split 2
2022-07-16 19:26:56,FURIA,1,Red,12,4,3.0,1.0,10.0,64412,1,Split 2
2022-07-16 20:29:52,INTZ,1,Blue,8,12,1.0,0.0,3.0,57301,0,Split 2
2022-07-16 20:29:52,Miners,1,Red,12,8,4.0,2.0,8.0,61979,1,Split 2
2022-07-17 15:44:52,Rensga eSports,1,Blue,11,21,1.0,0.0,1.0,50105,0,Split 2
2022-07-17 15:44:52,paiN Gaming,1,Red,21,11,4.0,1.0,10.0,64130,1,Split 2
2022-07-17 16:52:17,Miners,1,Blue,16,11,4.0,1.0,8.0,58856,1,Split 2
2022-07-17 16:52:17,RED Canids,1,Red,11,16,1.0,0.0,4.0,58006,0,Split 2
2022-07-17 17:48:51,FURIA,1,Blue,24,8,4.0,1.0,11.0,80562,1,Split 2
2022-07-17 17:48:51,INTZ,1,Red,8,24,2.0,1.0,0.0,64843,0,Split 2
2022-07-17 18:56:06,KaBuM! e-Sports,1,Blue,9,15,1.0,0.0,2.0,36311,0,Split 2
2022-07-17 18:56:06,LOUD,1,Red,15,9,1.0,1.0,9.0,46356,1,Split 2
2022-07-17 19:51:18,Flamengo Los Grandes,1,Blue,17,18,3.0,1.0,7.0,71456,0,Split 2
2022-07-17 19:51:18,Liberty,1,Red,18,17,3.0,2.0,6.0,72782,1,Split 2
2022-07-23 16:23:00,RED Canids,1,Blue,4,18,1.0,0.0,3.0,54048,0,Split 2
2022-07-23 16:23:00,FURIA,1,Red,17,4,4.0,1.0,9.0,66108,1,Split 2
2022-07-23 17:01:36,paiN Gaming,1,Blue,3,18,0.0,0.0,1.0,47023,0,Split 2
2022-07-23 17:01:36,KaBuM! e-Sports,1,Red,18,3,4.0,1.0,8.0,57209,1,Split 2
2022-07-23 18:27:00,Rensga eSports,1,Blue,10,17,3.0,0.0,1.0,50339,0,Split 2
2022-07-23 18:27:00,Miners,1,Red,17,10,2.0,1.0,10.0,60259,1,Split 2
2022-07-23 19:00:40,INTZ,1,Blue,18,17,4.0,0.0,7.0,69297,1,Split 2
2022-07-23 19:00:40,Flamengo Los Grandes,1,Red,17,18,3.0,2.0,6.0,70592,0,Split 2
2022-07-23 20:05:52,Liberty,1,Blue,4,20,0.0,0.0,0.0,42636,0,Split 2
2022-07-23 20:05:52,LOUD,1,Red,20,4,4.0,2.0,10.0,60553,1,Split 2
2022-07-24 15:42:36,Miners,1,Blue,3,17,3.0,1.0,0.0,52840,0,Split 2
2022-07-24 15:42:36,paiN Gaming,1,Red,17,3,3.0,1.0,11.0,66984,1,Split 2
2022-07-24 16:58:30,FURIA,1,Blue,17,11,0.0,0.0,8.0,52249,1,Split 2
2022-07-24 16:58:30,Rensga eSports,1,Red,11,17,3.0,0.0,1.0,41676,0,Split 2
2022-07-24 17:50:46,LOUD,1,Blue,26,17,2.0,2.0,8.0,69118,1,Split 2
2022-07-24 17:50:46,INTZ,1,Red,17,26,2.0,0.0,3.0,59022,0,Split 2
2022-07-24 18:51:09,KaBuM! e-Sports,1,Blue,20,3,2.0,1.0,10.0,50514,1,Split 2
2022-07-24 18:51:09,Liberty,1,Red,3,20,1.0,0.0,0.0,35504,0,Split 2
2022-07-24 19:44:34,Flamengo Los Grandes,1,Blue,12,22,2.0,0.0,2.0,42861,0,Split 2
2022-07-24 19:44:34,RED Canids,1,Red,22,12,2.0,1.0,10.0,53601,1,Split 2
2022-07-30 15:41:58,INTZ,1,Blue,7,21,0.0,0.0,0.0,41446,0,Split 2
2022-07-30 15:41:58,KaBuM! e-Sports,1,Red,21,7,4.0,1.0,11.0,57528,1,Split 2
2022-07-30 16:48:43,Rensga eSports,1,Blue,16,15,4.0,2.0,6.0,59602,0,Split 2
2022-07-30 16:48:43,Flamengo Los Grandes,1,Red,15,16,1.0,0.0,10.0,62219,1,Split 2
2022-07-30 17:47:01,paiN Gaming,1,Blue,4,15,0.0,0.0,2.0,45458,0,Split 2
2022-07-30 17:47:01,Liberty,1,Red,15,4,4.0,1.0,11.0,57032,1,Split 2
2022-07-30 18:43:00,RED Canids,1,Blue,8,20,2.0,0.0,3.0,54395,0,Split 2
2022-07-30 18:43:00,LOUD,1,Red,20,8,3.0,2.0,10.0,63181,1,Split 2
2022-07-30 19:47:12,Miners,1,Blue,8,17,2.0,0.0,2.0,64412,0,Split 2
2022-07-30 19:47:12,FURIA,1,Red,17,8,4.0,1.0,9.0,73327,1,Split 2
2022-07-31 15:41:50,Liberty,1,Blue,6,17,3.0,0.0,2.0,45810,0,Split 2
2022-07-31 15:41:50,INTZ,1,Red,17,6,1.0,1.0,7.0,54118,1,Split 2
2022-07-31 16:47:20,Flamengo Los Grandes,1,Blue,6,17,3.0,0.0,3.0,51678,0,Split 2
2022-07-31 16:47:20,Miners,1,Red,17,6,2.0,1.0,8.0,59733,1,Split 2
2022-07-31 17:47:39,LOUD,1,Blue,25,9,3.0,1.0,11.0,63353,1,Split 2
2022-07-31 17:47:39,Rensga eSports,1,Red,9,25,2.0,0.0,0.0,47321,0,Split 2
2022-07-31 18:44:08,FURIA,1,Blue,19,12,1.0,2.0,9.0,60903,1,Split 2
2022-07-31 18:44:08,paiN Gaming,1,Red,12,19,4.0,0.0,2.0,53096,0,Split 2
2022-07-31 19:47:25,KaBuM! e-Sports,1,Blue,13,33,3.0,0.0,4.0,64519,0,Split 2
2022-07-31 19:47:25,RED Canids,1,Red,33,13,4.0,1.0,9.0,78708,1,Split 2
2022-08-06 15:45:20,FURIA,1,Blue,17,25,2.0,1.0,9.0,77505,1,Split 2
2022-08-06 15:45:20,Flamengo Los Grandes,1,Red,25,17,3.0,2.0,9.0,78427,0,Split 2
2022-08-06 17:09:23,RED Canids,1,Blue,15,6,1.0,1.0,10.0,56438,1,Split 2
2022-08-06 17:09:23,Liberty,1,Red,6,15,3.0,0.0,2.0,46183,0,Split 2
2022-08-06 18:08:16,Rensga eSports,1,Blue,6,27,0.0,0.0,2.0,41485,0,Split 2
2022-08-06 18:08:16,KaBuM! e-Sports,1,Red,26,6,3.0,1.0,11.0,54977,1,Split 2
2022-08-06 19:05:09,Miners,1,Blue,5,14,2.0,0.0,2.0,52217,0,Split 2
2022-08-06 19:05:09,LOUD,1,Red,14,5,1.0,2.0,11.0,65586,1,Split 2
2022-08-06 20:05:25,paiN Gaming,1,Blue,22,9,4.0,1.0,7.0,53049,1,Split 2
2022-08-06 20:05:25,INTZ,1,Red,8,22,0.0,0.0,1.0,40294,0,Split 2
2022-08-07 15:45:28,KaBuM! e-Sports,1,Blue,21,2,3.0,1.0,10.0,59463,1,Split 2
2022-08-07 15:45:28,Miners,1,Red,2,21,1.0,0.0,1.0,42111,0,Split 2
2022-08-07 16:48:14,Flamengo Los Grandes,1,Blue,20,3,3.0,1.0,9.0,50254,1,Split 2
2022-08-07 16:48:14,paiN Gaming,1,Red,3,20,0.0,0.0,1.0,35423,0,Split 2
2022-08-07 17:38:46,INTZ,1,Blue,8,26,1.0,0.0,1.0,41073,0,Split 2
2022-08-07 17:38:46,RED Canids,1,Red,25,8,3.0,1.0,10.0,54066,1,Split 2
2022-08-07 18:47:06,Liberty,1,Blue,20,3,2.0,1.0,8.0,48864,1,Split 2
2022-08-07 18:47:06,Rensga eSports,1,Red,3,20,1.0,0.0,2.0,36193,0,Split 2
2022-08-07 19:21:35,LOUD,1,Blue,17,6,2.0,1.0,9.0,54792,1,Split 2
2022-08-07 19:21:35,FURIA,1,Red,6,17,1.0,0.0,2.0,45391,0,Split 2
2022-08-12 15:44:59,KaBuM! e-Sports,1,Blue,23,5,2.0,1.0,9.0,51657,1,Split 2
2022-08-12 15:44:59,Miners,1,Red,5,23,1.0,0.0,0.0,34860,0,Split 2
2022-08-12 16:54:22,Miners,2,Blue,3,25,0.0,0.0,0.0,36640,0,Split 2
2022-08-12 16:54:22,KaBuM! e-Sports,2,Red,25,3,3.0,1.0,10.0,58590,1,Split 2
2022-08-12 17:48:02,KaBuM! e-Sports,3,Blue,21,1,1.0,1.0,11.0,53098,1,Split 2
2022-08-12 17:48:02,Miners,3,Red,1,21,1.0,0.0,0.0,35337,0,Split 2
2022-08-13 15:45:19,FURIA,1,Blue,22,6,4.0,0.0,9.0,72523,1,Split 2
2022-08-13 15:45:19,paiN Gaming,1,Red,6,22,1.0,1.0,2.0,60542,0,Split 2
2022-08-13 17:11:42,FURIA,2,Blue,10,11,1.0,1.0,7.0,58686,0,Split 2
2022-08-13 17:11:42,paiN Gaming,2,Red,11,10,4.0,0.0,8.0,60355,1,Split 2
2022-08-13 18:12:51,FURIA,3,Blue,20,22,3.0,1.0,5.0,78271,0,Split 2
2022-08-13 18:12:51,paiN Gaming,3,Red,22,20,4.0,1.0,8.0,78251,1,Split 2
2022-08-13 19:20:42,FURIA,4,Blue,13,16,4.0,1.0,7.0,68341,0,Split 2
2022-08-13 19:20:42,paiN Gaming,4,Red,16,13,2.0,1.0,8.0,72867,1,Split 2
2022-08-14 15:45:06,RED Canids,1,Blue,26,8,2.0,1.0,9.0,64521,1,Split 2
2022-08-14 15:45:06,LOUD,1,Red,8,26,2.0,0.0,5.0,55376,0,Split 2
2022-08-14 17:05:14,RED Canids,2,Blue,6,25,0.0,0.0,1.0,39846,0,Split 2
2022-08-14 17:05:14,LOUD,2,Red,25,6,4.0,1.0,9.0,54939,1,Split 2
2022-08-14 17:55:58,RED Canids,3,Blue,10,17,1.0,0.0,2.0,52710,0,Split 2
2022-08-14 17:55:58,LOUD,3,Red,17,10,3.0,2.0,11.0,63126,1,Split 2
2022-08-14 18:54:38,RED Canids,4,Blue,14,23,0.0,0.0,4.0,51104,0,Split 2
2022-08-14 18:54:38,LOUD,4,Red,23,14,4.0,1.0,9.0,59198,1,Split 2
2022-08-20 15:45:14,RED Canids,1,Blue,37,22,4.0,2.0,9.0,81419,1,Split 2
2022-08-20 15:45:14,KaBuM! e-Sports,1,Red,22,37,2.0,0.0,3.0,68370,0,Split 2
2022-08-20 17:10:49,KaBuM! e-Sports,2,Blue,34,12,1.0,2.0,11.0,64745,1,Split 2
2022-08-20 17:10:49,RED Canids,2,Red,12,34,2.0,0.0,3.0,50021,0,Split 2
2022-08-20 18:08:02,RED Canids,3,Blue,26,5,3.0,1.0,9.0,63972,1,Split 2
2022-08-20 18:08:02,KaBuM! e-Sports,3,Red,5,26,1.0,0.0,1.0,47055,0,Split 2
2022-08-20 19:04:00,KaBuM! e-Sports,4,Blue,12,15,1.0,0.0,3.0,55878,0,Split 2
2022-08-20 19:04:00,RED Canids,4,Red,15,12,3.0,1.0,7.0,61232,1,Split 2
2022-08-21 15:45:20,LOUD,1,Blue,20,16,4.0,2.0,10.0,68620,1,Split 2
2022-08-21 15:45:20,paiN Gaming,1,Red,16,20,1.0,0.0,2.0,59710,0,Split 2
2022-08-21 17:09:34,paiN Gaming,2,Blue,16,5,3.0,1.0,9.0,56051,1,Split 2
2022-08-21 17:09:34,LOUD,2,Red,5,16,1.0,0.0,3.0,47012,0,Split 2
2022-08-21 18:04:02,LOUD,3,Blue,18,22,2.0,0.0,5.0,65983,0,Split 2
2022-08-21 18:04:02,paiN Gaming,3,Red,22,18,4.0,2.0,8.0,73986,1,Split 2
2022-08-21 19:08:32,paiN Gaming,4,Blue,20,20,2.0,2.0,6.0,79007,0,Split 2
2022-08-21 19:08:32,LOUD,4,Red,20,20,4.0,1.0,8.0,78849,1,Split 2
2022-08-21 20:22:07,LOUD,5,Blue,6,23,1.0,0.0,2.0,48766,0,Split 2
2022-08-21 20:22:07,paiN Gaming,5,Red,23,6,3.0,0.0,8.0,60361,1,Split 2
2022-08-27 15:45:26,FURIA,1,Blue,17,4,3.0,1.0,11.0,55998,1,Split 2
2022-08-27 15:45:26,RED Canids,1,Red,4,17,0.0,1.0,2.0,47952,0,Split 2
2022-08-27 17:03:52,RED Canids,2,Blue,19,5,3.0,1.0,11.0,57190,1,Split 2
2022-08-27 17:03:52,FURIA,2,Red,5,19,0.0,0.0,2.0,46088,0,Split 2
2022-08-27 17:56:37,FURIA,3,Blue,15,10,1.0,0.0,7.0,53081,1,Split 2
2022-08-27 17:56:37,RED Canids,3,Red,10,15,3.0,0.0,5.0,49483,0,Split 2
2022-08-27 18:50:03,RED Canids,4,Blue,22,7,4.0,1.0,7.0,70619,1,Split 2
2022-08-27 18:50:03,FURIA,4,Red,7,22,2.0,0.0,4.0,58415,0,Split 2
2022-08-27 19:53:14,FURIA,5,Blue,17,9,3.0,1.0,7.0,60765,1,Split 2
2022-08-27 19:53:14,RED Canids,5,Red,9,17,1.0,0.0,3.0,52932,0,Split 2
2022-08-28 15:45:44,LOUD,1,Blue,20,10,5.0,1.0,9.0,71007,1,Split 2
2022-08-28 15:45:44,FURIA,1,Red,10,20,0.0,0.0,2.0,57814,0,Split 2
2022-08-28 17:10:56,FURIA,2,Blue,11,22,1.0,0.0,3.0,46259,0,Split 2
2022-08-28 17:10:56,LOUD,2,Red,22,11,2.0,1.0,10.0,55486,1,Split 2
2022-08-28 18:03:03,LOUD,3,Blue,20,11,4.0,1.0,9.0,55366,1,Split 2
2022-08-28 18:03:03,FURIA,3,Red,11,20,0.0,0.0,3.0,46413,0,Split 2
2022-09-03 15:45:44,LOUD,1,Blue,18,12,3.0,1.0,10.0,57944,1,Split 2
2022-09-03 15:45:44,paiN Gaming,1,Red,12,18,1.0,0.0,3.0,48077,0,Split 2
2022-09-03 17:32:14,LOUD,2,Blue,19,11,3.0,1.0,11.0,67054,1,Split 2
2022-09-03 17:32:14,paiN Gaming,2,Red,11,19,2.0,0.0,2.0,58621,0,Split 2
2022-09-03 18:34:04,paiN Gaming,3,Blue,7,21,1.0,1.0,2.0,50964,0,Split 2
2022-09-03 18:34:04,LOUD,3,Red,21,7,3.0,1.0,10.0,60703,1,Split 2