teamname,split,result,totalgold,teamkills,teamdeaths,towers,dragons,barons
INTZ,Split 2,0,9309,11,13,,,
Flamengo Esports,Split 2,1,74375,13,11,11.0,5.0,1.0
INTZ,Split 2,0,62018,11,13,2.0,0.0,0.0
CNB e-Sports Club,Split 2,0,22527,21,30,,,
CNB e-Sports Club,Split 2,0,19035,21,30,,,
CNB e-Sports Club,Split 2,0,14020,21,30,,,
CNB e-Sports Club,Split 2,0,16816,21,30,,,
CNB e-Sports Club,Split 2,0,21288,21,30,,,
ProGaming Esports,Split 2,1,19968,30,21,,,
ProGaming Esports,Split 2,1,24520,30,21,,,
ProGaming Esports,Split 2,1,23313,30,21,,,
ProGaming Esports,Split 2,1,17756,30,21,,,
ProGaming Esports,Split 2,1,14355,30,21,,,
CNB e-Sports Club,Split 2,0,93686,21,30,8.0,3.0,1.0
ProGaming Esports,Split 2,1,99912,30,21,9.0,4.0,3.0
ProGaming Esports,Split 2,0,19804,16,18,,,
ProGaming Esports,Split 2,0,18565,16,18,,,
ProGaming Esports,Split 2,0,14126,16,18,,,
ProGaming Esports,Split 2,0,10197,16,18,,,
ProGaming Esports,Split 2,0,10529,16,18,,,
CNB e-Sports Club,Split 2,1,21362,18,16,,,
CNB e-Sports Club,Split 2,1,10063,18,16,,,
CNB e-Sports Club,Split 2,1,10396,18,16,,,
CNB e-Sports Club,Split 2,1,15425,18,16,,,
CNB e-Sports Club,Split 2,1,15278,18,16,,,
ProGaming Esports,Split 2,0,73221,16,18,6.0,3.0,1.0
CNB e-Sports Club,Split 2,1,72524,18,16,9.0,2.0,1.0
CNB e-Sports Club,Split 2,1,19261,19,7,,,
CNB e-Sports Club,Split 2,1,14114,19,7,,,
CNB e-Sports Club,Split 2,1,12163,19,7,,,
CNB e-Sports Club,Split 2,1,15904,19,7,,,
CNB e-Sports Club,Split 2,1,16594,19,7,,,
ProGaming Esports,Split 2,0,16004,7,19,,,
ProGaming Esports,Split 2,0,17892,7,19,,,
ProGaming Esports,Split 2,0,14809,7,19,,,
ProGaming Esports,Split 2,0,9266,7,19,,,
ProGaming Esports,Split 2,0,9401,7,19,,,
CNB e-Sports Club,Split 2,1,78036,19,7,11.0,1.0,2.0
ProGaming Esports,Split 2,0,67372,7,19,3.0,3.0,0.0
Ilha da Macacada Gaming,Split 2,1,10714,17,4,,,
Ilha da Macacada Gaming,Split 2,1,14393,17,4,,,
Ilha da Macacada Gaming,Split 2,1,12827,17,4,,,
Ilha da Macacada Gaming,Split 2,1,7502,17,4,,,
Ilha da Macacada Gaming,Split 2,1,7929,17,4,,,
Vivo Keyd,Split 2,0,8369,4,17,,,
Vivo Keyd,Split 2,0,8967,4,17,,,
Vivo Keyd,Split 2,0,8298,4,17,,,
Vivo Keyd,Split 2,0,8017,4,17,,,
Vivo Keyd,Split 2,0,6000,4,17,,,
Ilha da Macacada Gaming,Split 2,1,53365,17,4,9.0,2.0,1.0
Vivo Keyd,Split 2,0,39651,4,17,2.0,1.0,0.0
Vivo Keyd,Split 2,1,12067,14,3,,,
Vivo Keyd,Split 2,1,11528,14,3,,,
Vivo Keyd,Split 2,1,10980,14,3,,,
Vivo Keyd,Split 2,1,11532,14,3,,,
Vivo Keyd,Split 2,1,7413,14,3,,,
Ilha da Macacada Gaming,Split 2,0,9005,3,14,,,
Ilha da Macacada Gaming,Split 2,0,7219,3,14,,,
Ilha da Macacada Gaming,Split 2,0,8682,3,14,,,
Ilha da Macacada Gaming,Split 2,0,8827,3,14,,,
Ilha da Macacada Gaming,Split 2,0,5070,3,14,,,
Vivo Keyd,Split 2,1,53520,14,3,11.0,2.0,1.0
Ilha da Macacada Gaming,Split 2,0,38803,3,14,2.0,1.0,0.0
Vivo Keyd,Split 2,0,7287,9,15,,,
Vivo Keyd,Split 2,0,4905,9,15,,,
Vivo Keyd,Split 2,0,8502,9,15,,,
Vivo Keyd,Split 2,0,10472,9,15,,,
Vivo Keyd,Split 2,0,4069,9,15,,,
Ilha da Macacada Gaming,Split 2,1,10401,15,9,,,
Ilha da Macacada Gaming,Split 2,1,10059,15,9,,,
Ilha da Macacada Gaming,Split 2,1,11271,15,9,,,
Ilha da Macacada Gaming,Split 2,1,10149,15,9,,,
Ilha da Macacada Gaming,Split 2,1,7927,15,9,,,
Vivo Keyd,Split 2,0,35235,9,15,0.0,1.0,0.0
Ilha da Macacada Gaming,Split 2,1,49807,15,9,11.0,1.0,1.0
RED Canids,Split 2,0,14346,18,14,,,
RED Canids,Split 2,0,12902,18,14,,,
RED Canids,Split 2,0,16460,18,14,,,
RED Canids,Split 2,0,18789,18,14,,,
RED Canids,Split 2,0,8300,18,14,,,
KaBuM! e-Sports,Split 2,1,21027,14,18,,,
KaBuM! e-Sports,Split 2,1,13031,14,18,,,
KaBuM! e-Sports,Split 2,1,14691,14,18,,,
KaBuM! e-Sports,Split 2,1,17037,14,18,,,
KaBuM! e-Sports,Split 2,1,9634,14,18,,,
RED Canids,Split 2,0,70797,18,14,2.0,3.0,0.0
KaBuM! e-Sports,Split 2,1,75420,14,18,11.0,2.0,1.0
KaBuM! e-Sports,Split 2,1,11545,12,4,,,
KaBuM! e-Sports,Split 2,1,9911,12,4,,,
KaBuM! e-Sports,Split 2,1,9866,12,4,,,
KaBuM! e-Sports,Split 2,1,13634,12,4,,,
KaBuM! e-Sports,Split 2,1,7534,12,4,,,
RED Canids,Split 2,0,8456,4,12,,,
RED Canids,Split 2,0,7519,4,12,,,
RED Canids,Split 2,0,8786,4,12,,,
RED Canids,Split 2,0,8489,4,12,,,
RED Canids,Split 2,0,5016,4,12,,,
KaBuM! e-Sports,Split 2,1,52490,12,4,11.0,2.0,1.0
RED Canids,Split 2,0,38266,4,12,0.0,0.0,0.0
KaBuM! e-Sports,Split 2,0,9601,1,15,,,
KaBuM! e-Sports,Split 2,0,7136,1,15,,,
KaBuM! e-Sports,Split 2,0,9456,1,15,,,
KaBuM! e-Sports,Split 2,0,8570,1,15,,,
KaBuM! e-Sports,Split 2,0,4762,1,15,,,
Vivo Keyd,Split 2,1,11309,15,1,,,
Vivo Keyd,Split 2,1,11382,15,1,,,
Vivo Keyd,Split 2,1,11902,15,1,,,
Vivo Keyd,Split 2,1,12173,15,1,,,
Vivo Keyd,Split 2,1,8288,15,1,,,
KaBuM! e-Sports,Split 2,0,39525,1,15,0.0,1.0,0.0
Vivo Keyd,Split 2,1,55054,15,1,10.0,1.0,1.0
Vivo Keyd,Split 2,0,12696,14,17,,,
Vivo Keyd,Split 2,0,12843,14,17,,,
Vivo Keyd,Split 2,0,11134,14,17,,,
Vivo Keyd,Split 2,0,12873,14,17,,,
Vivo Keyd,Split 2,0,7300,14,17,,,
KaBuM! e-Sports,Split 2,1,14523,17,14,,,
KaBuM! e-Sports,Split 2,1,12781,17,14,,,
KaBuM! e-Sports,Split 2,1,14676,17,14,,,
KaBuM! e-Sports,Split 2,1,13423,17,14,,,
KaBuM! e-Sports,Split 2,1,9573,17,14,,,
Vivo Keyd,Split 2,0,56846,14,17,3.0,0.0,0.0
KaBuM! e-Sports,Split 2,1,64976,17,14,11.0,2.0,2.0
Vivo Keyd,Split 2,0,13736,16,18,,,
Vivo Keyd,Split 2,0,11891,16,18,,,
Vivo Keyd,Split 2,0,10920,16,18,,,
Vivo Keyd,Split 2,0,13217,16,18,,,
Vivo Keyd,Split 2,0,8293,16,18,,,
KaBuM! e-Sports,Split 2,1,11231,18,16,,,
KaBuM! e-Sports,Split 2,1,11327,18,16,,,
KaBuM! e-Sports,Split 2,1,14037,18,16,,,
KaBuM! e-Sports,Split 2,1,16214,18,16,,,
KaBuM! e-Sports,Split 2,1,8314,18,16,,,
Vivo Keyd,Split 2,0,58057,16,18,3.0,2.0,0.0
KaBuM! e-Sports,Split 2,1,61123,18,16,7.0,1.0,1.0
Flamengo Esports,Split 2,1,16593,21,9,,,
Flamengo Esports,Split 2,1,14058,21,9,,,
Flamengo Esports,Split 2,1,14967,21,9,,,
Flamengo Esports,Split 2,1,17376,21,9,,,
Flamengo Esports,Split 2,1,10957,21,9,,,
ProGaming Esports,Split 2,0,12680,9,21,,,
ProGaming Esports,Split 2,0,10779,9,21,,,
ProGaming Esports,Split 2,0,13952,9,21,,,
ProGaming Esports,Split 2,0,12023,9,21,,,
ProGaming Esports,Split 2,0,8302,9,21,,,
Flamengo Esports,Split 2,1,73951,21,9,11.0,3.0,1.0
ProGaming Esports,Split 2,0,57736,9,21,1.0,1.0,0.0
ProGaming Esports,Split 2,1,16243,24,15,,,
ProGaming Esports,Split 2,1,14300,24,15,,,
ProGaming Esports,Split 2,1,15345,24,15,,,
ProGaming Esports,Split 2,1,16065,24,15,,,
ProGaming Esports,Split 2,1,10580,24,15,,,
Flamengo Esports,Split 2,0,13798,15,24,,,
Flamengo Esports,Split 2,0,12934,15,24,,,
Flamengo Esports,Split 2,0,13705,15,24,,,
Flamengo Esports,Split 2,0,14996,15,24,,,
Flamengo Esports,Split 2,0,9250,15,24,,,
ProGaming Esports,Split 2,1,72533,24,15,11.0,1.0,0.0
Flamengo Esports,Split 2,0,64683,15,24,2.0,3.0,1.0
ProGaming Esports,Split 2,1,11699,11,7,,,
ProGaming Esports,Split 2,1,9745,11,7,,,
ProGaming Esports,Split 2,1,10289,11,7,,,
ProGaming Esports,Split 2,1,12706,11,7,,,
ProGaming Esports,Split 2,1,7571,11,7,,,
Flamengo Esports,Split 2,0,10117,7,11,,,
Flamengo Esports,Split 2,0,8483,7,11,,,
Flamengo Esports,Split 2,0,9221,7,11,,,
Flamengo Esports,Split 2,0,11049,7,11,,,
Flamengo Esports,Split 2,0,6443,7,11,,,
ProGaming Esports,Split 2,1,52010,11,7,8.0,2.0,1.0
Flamengo Esports,Split 2,0,45313,7,11,2.0,0.0,0.0
RED Canids,Split 2,0,18864,13,20,,,
RED Canids,Split 2,0,9217,13,20,,,
RED Canids,Split 2,0,18095,13,20,,,
RED Canids,Split 2,0,15735,13,20,,,
RED Canids,Split 2,0,10400,13,20,,,
Ilha da Macacada Gaming,Split 2,1,18491,20,13,,,
Ilha da Macacada Gaming,Split 2,1,15067,20,13,,,
Ilha da Macacada Gaming,Split 2,1,16832,20,13,,,
Ilha da Macacada Gaming,Split 2,1,16364,20,13,,,
Ilha da Macacada Gaming,Split 2,1,13480,20,13,,,
RED Canids,Split 2,0,72311,13,20,3.0,1.0,1.0
Ilha da Macacada Gaming,Split 2,1,80234,20,13,11.0,4.0,1.0
Ilha da Macacada Gaming,Split 2,0,17710,15,22,,,
Ilha da Macacada Gaming,Split 2,0,14535,15,22,,,
Ilha da Macacada Gaming,Split 2,0,18849,15,22,,,
Ilha da Macacada Gaming,Split 2,0,16024,15,22,,,
Ilha da Macacada Gaming,Split 2,0,11001,15,22,,,
RED Canids,Split 2,1,19392,22,15,,,
RED Canids,Split 2,1,14564,22,15,,,
RED Canids,Split 2,1,22515,22,15,,,
RED Canids,Split 2,1,18960,22,15,,,
RED Canids,Split 2,1,10439,22,15,,,
Ilha da Macacada Gaming,Split 2,0,78119,15,22,6.0,0.0,2.0
RED Canids,Split 2,1,85870,22,15,7.0,4.0,0.0
RED Canids,Split 2,1,12387,9,1,,,
RED Canids,Split 2,1,6913,9,1,,,
RED Canids,Split 2,1,13566,9,1,,,
RED Canids,Split 2,1,9266,9,1,,,
RED Canids,Split 2,1,6901,9,1,,,
Ilha da Macacada Gaming,Split 2,0,7739,1,9,,,
Ilha da Macacada Gaming,Split 2,0,6470,1,9,,,
Ilha da Macacada Gaming,Split 2,0,8299,1,9,,,
Ilha da Macacada Gaming,Split 2,0,7988,1,9,,,
Ilha da Macacada Gaming,Split 2,0,4974,1,9,,,
RED Canids,Split 2,1,49033,9,1,9.0,1.0,1.0
Ilha da Macacada Gaming,Split 2,0,35470,1,9,0.0,0.0,0.0
CNB e-Sports Club,Split 2,1,12320,13,3,,,
CNB e-Sports Club,Split 2,1,6175,13,3,,,
CNB e-Sports Club,Split 2,1,8152,13,3,,,
CNB e-Sports Club,Split 2,1,8998,13,3,,,
CNB e-Sports Club,Split 2,1,6065,13,3,,,
INTZ,Split 2,0,6542,3,13,,,
INTZ,Split 2,0,4104,3,13,,,
INTZ,Split 2,0,7952,3,13,,,
INTZ,Split 2,0,6109,3,13,,,
INTZ,Split 2,0,3901,3,13,,,
CNB e-Sports Club,Split 2,1,41710,13,3,9.0,1.0,0.0
INTZ,Split 2,0,28608,3,13,0.0,1.0,0.0
INTZ,Split 2,0,6555,2,8,,,
INTZ,Split 2,0,4958,2,8,,,
INTZ,Split 2,0,7164,2,8,,,
INTZ,Split 2,0,9504,2,8,,,
INTZ,Split 2,0,4761,2,8,,,
CNB e-Sports Club,Split 2,1,12309,8,2,,,
CNB e-Sports Club,Split 2,1,7649,8,2,,,
CNB e-Sports Club,Split 2,1,9107,8,2,,,
CNB e-Sports Club,Split 2,1,9295,8,2,,,
CNB e-Sports Club,Split 2,1,6321,8,2,,,
INTZ,Split 2,0,32942,2,8,0.0,0.0,0.0
CNB e-Sports Club,Split 2,1,44681,8,2,8.0,2.0,1.0
Flamengo Esports,Split 2,1,15284,13,4,,,
Flamengo Esports,Split 2,1,14873,13,4,,,
Flamengo Esports,Split 2,1,8219,13,4,,,
Flamengo Esports,Split 2,1,16427,13,4,,,
Flamengo Esports,Split 2,1,9616,13,4,,,
CNB e-Sports Club,Split 2,0,10389,4,13,,,
CNB e-Sports Club,Split 2,0,9558,4,13,,,
CNB e-Sports Club,Split 2,0,11813,4,13,,,
CNB e-Sports Club,Split 2,0,10958,4,13,,,
CNB e-Sports Club,Split 2,0,6741,4,13,,,
Flamengo Esports,Split 2,1,64419,13,4,11.0,3.0,1.0
CNB e-Sports Club,Split 2,0,49459,4,13,3.0,1.0,0.0
CNB e-Sports Club,Split 2,1,12751,15,10,,,
CNB e-Sports Club,Split 2,1,9096,15,10,,,
CNB e-Sports Club,Split 2,1,9321,15,10,,,
CNB e-Sports Club,Split 2,1,9730,15,10,,,
CNB e-Sports Club,Split 2,1,6475,15,10,,,
Flamengo Esports,Split 2,0,7549,10,15,,,
Flamengo Esports,Split 2,0,9991,10,15,,,
Flamengo Esports,Split 2,0,5481,10,15,,,
Flamengo Esports,Split 2,0,11006,10,15,,,
Flamengo Esports,Split 2,0,5921,10,15,,,
CNB e-Sports Club,Split 2,1,47373,15,10,8.0,2.0,1.0
Flamengo Esports,Split 2,0,39948,10,15,1.0,1.0,0.0
CNB e-Sports Club,Split 2,0,12872,11,21,,,
CNB e-Sports Club,Split 2,0,10910,11,21,,,
CNB e-Sports Club,Split 2,0,12038,11,21,,,
CNB e-Sports Club,Split 2,0,13428,11,21,,,
CNB e-Sports Club,Split 2,0,8590,11,21,,,
Flamengo Esports,Split 2,1,12601,21,11,,,
Flamengo Esports,Split 2,1,14225,21,11,,,
Flamengo Esports,Split 2,1,10087,21,11,,,
Flamengo Esports,Split 2,1,17832,21,11,,,
Flamengo Esports,Split 2,1,10079,21,11,,,
CNB e-Sports Club,Split 2,0,57838,11,21,8.0,1.0,0.0
Flamengo Esports,Split 2,1,64824,21,11,8.0,3.0,2.0
KaBuM! e-Sports,Split 2,1,9732,14,1,,,
KaBuM! e-Sports,Split 2,1,9314,14,1,,,
KaBuM! e-Sports,Split 2,1,11063,14,1,,,
KaBuM! e-Sports,Split 2,1,9393,14,1,,,
KaBuM! e-Sports,Split 2,1,6449,14,1,,,
Ilha da Macacada Gaming,Split 2,0,7569,1,14,,,
Ilha da Macacada Gaming,Split 2,0,6296,1,14,,,
Ilha da Macacada Gaming,Split 2,0,7359,1,14,,,
Ilha da Macacada Gaming,Split 2,0,7687,1,14,,,
Ilha da Macacada Gaming,Split 2,0,4543,1,14,,,
KaBuM! e-Sports,Split 2,1,45951,14,1,11.0,0.0,0.0
Ilha da Macacada Gaming,Split 2,0,33454,1,14,2.0,1.0,0.0
Ilha da Macacada Gaming,Split 2,0,10174,5,12,,,
Ilha da Macacada Gaming,Split 2,0,9302,5,12,,,
Ilha da Macacada Gaming,Split 2,0,10123,5,12,,,
Ilha da Macacada Gaming,Split 2,0,11464,5,12,,,
Ilha da Macacada Gaming,Split 2,0,7279,5,12,,,
KaBuM! e-Sports,Split 2,1,12578,12,5,,,
KaBuM! e-Sports,Split 2,1,11035,12,5,,,
KaBuM! e-Sports,Split 2,1,14397,12,5,,,
KaBuM! e-Sports,Split 2,1,13582,12,5,,,
KaBuM! e-Sports,Split 2,1,8405,12,5,,,
Ilha da Macacada Gaming,Split 2,0,48342,5,12,2.0,1.0,0.0
KaBuM! e-Sports,Split 2,1,59997,12,5,10.0,2.0,1.0
INTZ,Split 2,1,17746,20,8,,,
INTZ,Split 2,1,13776,20,8,,,
INTZ,Split 2,1,16994,20,8,,,
INTZ,Split 2,1,17182,20,8,,,
INTZ,Split 2,1,10968,20,8,,,
ProGaming Esports,Split 2,0,17133,8,20,,,
ProGaming Esports,Split 2,0,13217,8,20,,,
ProGaming Esports,Split 2,0,16441,8,20,,,
ProGaming Esports,Split 2,0,17952,8,20,,,
ProGaming Esports,Split 2,0,9603,8,20,,,
INTZ,Split 2,1,76666,20,8,11.0,2.0,1.0
ProGaming Esports,Split 2,0,74346,8,20,5.0,3.0,1.0
ProGaming Esports,Split 2,1,22958,13,12,,,
ProGaming Esports,Split 2,1,15535,13,12,,,
ProGaming Esports,Split 2,1,17794,13,12,,,
ProGaming Esports,Split 2,1,22806,13,12,,,
ProGaming Esports,Split 2,1,11824,13,12,,,
INTZ,Split 2,0,16282,12,13,,,
INTZ,Split 2,0,15893,12,13,,,
INTZ,Split 2,0,21955,12,13,,,
INTZ,Split 2,0,17064,12,13,,,
INTZ,Split 2,0,10606,12,13,,,
ProGaming Esports,Split 2,1,90917,13,12,10.0,1.0,2.0
INTZ,Split 2,0,81800,12,13,6.0,5.0,1.0
INTZ,Split 2,1,17622,16,10,,,
INTZ,Split 2,1,11564,16,10,,,
INTZ,Split 2,1,12486,16,10,,,
INTZ,Split 2,1,11053,16,10,,,
INTZ,Split 2,1,8350,16,10,,,
ProGaming Esports,Split 2,0,12128,10,16,,,
ProGaming Esports,Split 2,0,9974,10,16,,,
ProGaming Esports,Split 2,0,12531,10,16,,,
ProGaming Esports,Split 2,0,12008,10,16,,,
ProGaming Esports,Split 2,0,6894,10,16,,,
INTZ,Split 2,1,61075,16,10,9.0,2.0,1.0
ProGaming Esports,Split 2,0,53535,10,16,3.0,2.0,0.0
RED Canids,Split 2,1,11033,13,4,,,
RED Canids,Split 2,1,11617,13,4,,,
RED Canids,Split 2,1,12641,13,4,,,
RED Canids,Split 2,1,12688,13,4,,,
RED Canids,Split 2,1,7681,13,4,,,
Vivo Keyd,Split 2,0,8543,4,13,,,
Vivo Keyd,Split 2,0,9214,4,13,,,
Vivo Keyd,Split 2,0,9213,4,13,,,
Vivo Keyd,Split 2,0,10207,4,13,,,
Vivo Keyd,Split 2,0,6403,4,13,,,
RED Canids,Split 2,1,55660,13,4,10.0,3.0,1.0
Vivo Keyd,Split 2,0,43580,4,13,1.0,0.0,0.0
Vivo Keyd,Split 2,0,12741,11,28,,,
Vivo Keyd,Split 2,0,9103,11,28,,,
Vivo Keyd,Split 2,0,14074,11,28,,,
Vivo Keyd,Split 2,0,13369,11,28,,,
Vivo Keyd,Split 2,0,7435,11,28,,,
RED Canids,Split 2,1,14104,28,11,,,
RED Canids,Split 2,1,13915,28,11,,,
RED Canids,Split 2,1,16959,28,11,,,
RED Canids,Split 2,1,14345,28,11,,,
RED Canids,Split 2,1,10108,28,11,,,
Vivo Keyd,Split 2,0,56722,11,28,3.0,0.0,0.0
RED Canids,Split 2,1,69431,28,11,10.0,3.0,2.0
ProGaming Esports,Split 2,0,18657,6,15,,,
ProGaming Esports,Split 2,0,14955,6,15,,,
ProGaming Esports,Split 2,0,17209,6,15,,,
ProGaming Esports,Split 2,0,16534,6,15,,,
ProGaming Esports,Split 2,0,9654,6,15,,,
Ilha da Macacada Gaming,Split 2,1,17528,15,6,,,
Ilha da Macacada Gaming,Split 2,1,12596,15,6,,,
Ilha da Macacada Gaming,Split 2,1,21878,15,6,,,
Ilha da Macacada Gaming,Split 2,1,15145,15,6,,,
Ilha da Macacada Gaming,Split 2,1,10131,15,6,,,
ProGaming Esports,Split 2,0,77009,6,15,7.0,3.0,1.0
Ilha da Macacada Gaming,Split 2,1,77278,15,6,7.0,2.0,0.0
Ilha da Macacada Gaming,Split 2,0,9581,5,14,,,
Ilha da Macacada Gaming,Split 2,0,6706,5,14,,,
Ilha da Macacada Gaming,Split 2,0,9669,5,14,,,
Ilha da Macacada Gaming,Split 2,0,6923,5,14,,,
Ilha da Macacada Gaming,Split 2,0,5612,5,14,,,
ProGaming Esports,Split 2,1,9786,14,5,,,
ProGaming Esports,Split 2,1,10136,14,5,,,
ProGaming Esports,Split 2,1,12391,14,5,,,
ProGaming Esports,Split 2,1,11253,14,5,,,
ProGaming Esports,Split 2,1,6900,14,5,,,
Ilha da Macacada Gaming,Split 2,0,38491,5,14,2.0,2.0,0.0
ProGaming Esports,Split 2,1,50466,14,5,10.0,0.0,1.0
Ilha da Macacada Gaming,Split 2,1,13946,12,8,,,
Ilha da Macacada Gaming,Split 2,1,10363,12,8,,,
Ilha da Macacada Gaming,Split 2,1,13042,12,8,,,
Ilha da Macacada Gaming,Split 2,1,11469,12,8,,,
Ilha da Macacada Gaming,Split 2,1,6773,12,8,,,
ProGaming Esports,Split 2,0,11108,8,12,,,
ProGaming Esports,Split 2,0,10437,8,12,,,
ProGaming Esports,Split 2,0,12159,8,12,,,
ProGaming Esports,Split 2,0,11549,8,12,,,
ProGaming Esports,Split 2,0,6333,8,12,,,
Ilha da Macacada Gaming,Split 2,1,55593,12,8,7.0,2.0,0.0
ProGaming Esports,Split 2,0,51586,8,12,2.0,1.0,0.0
Vivo Keyd,Split 2,0,10674,12,15,,,
Vivo Keyd,Split 2,0,11124,12,15,,,
Vivo Keyd,Split 2,0,12504,12,15,,,
Vivo Keyd,Split 2,0,13442,12,15,,,
Vivo Keyd,Split 2,0,8163,12,15,,,
Flamengo Esports,Split 2,1,13985,15,12,,,
Flamengo Esports,Split 2,1,11791,15,12,,,
Flamengo Esports,Split 2,1,14081,15,12,,,
Flamengo Esports,Split 2,1,14025,15,12,,,
Flamengo Esports,Split 2,1,9064,15,12,,,
Vivo Keyd,Split 2,0,55907,12,15,2.0,1.0,0.0
Flamengo Esports,Split 2,1,62946,15,12,8.0,2.0,0.0
Flamengo Esports,Split 2,1,13041,14,15,,,
Flamengo Esports,Split 2,1,12846,14,15,,,
Flamengo Esports,Split 2,1,12635,14,15,,,
Flamengo Esports,Split 2,1,17372,14,15,,,
Flamengo Esports,Split 2,1,8939,14,15,,,
